"";"education";"ocupation";"area";"age group";"recomendation";"firma";"score";"detractor";"neutral";"promoter";"total"
"207";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";9;"Babka";"Promoter";0;0;1;1
"208";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"41 - 50";6;"Babka";"Detractor";1;0;0;1
"209";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";7;"Babka";"Neutral";0;1;0;1
"210";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";8;"Babka";"Neutral";0;1;0;1
"211";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"31 - 40";8;"Babka";"Neutral";0;1;0;1
"212";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";5;"Babka";"Detractor";1;0;0;1
"213";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";8;"Babka";"Neutral";0;1;0;1
"214";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"51 - 60";3;"Babka";"Detractor";1;0;0;1
"215";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";8;"Babka";"Neutral";0;1;0;1
"216";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";6;"Babka";"Detractor";1;0;0;1
"217";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";7;"Babka";"Neutral";0;1;0;1
"218";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";6;"Babka";"Detractor";1;0;0;1
"219";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"powy¿ej 60";5;"Babka";"Detractor";1;0;0;1
"220";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";10;"Babka";"Promoter";0;0;1;1
"221";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";4;"Babka";"Detractor";1;0;0;1
"222";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";9;"Babka";"Promoter";0;0;1;1
"223";"Œrednie techniczne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";6;"Babka";"Detractor";1;0;0;1
"224";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";9;"Babka";"Promoter";0;0;1;1
"225";"Œrednie ogólne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";9;"Babka";"Promoter";0;0;1;1
"226";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";1;"Babka";"Detractor";1;0;0;1
"227";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powy¿ej 60";8;"Babka";"Neutral";0;1;0;1
"228";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";7;"Babka";"Neutral";0;1;0;1
"229";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"51 - 60";4;"Babka";"Detractor";1;0;0;1
"230";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";7;"Babka";"Neutral";0;1;0;1
"231";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"232";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"Babka";"Promoter";0;0;1;1
"233";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";2;"Babka";"Detractor";1;0;0;1
"234";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"41 - 50";10;"Babka";"Promoter";0;0;1;1
"235";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";2;"Babka";"Detractor";1;0;0;1
"236";"Œrednie techniczne";"Agronom ekspert";"25.01 - 50 ha";"51 - 60";8;"Babka";"Neutral";0;1;0;1
"237";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";9;"Babka";"Promoter";0;0;1;1
"238";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";9;"Babka";"Promoter";0;0;1;1
"239";"Œrednie techniczne";"Agronom ekspert";"100.01 - 250 ha";"41 - 50";10;"Babka";"Promoter";0;0;1;1
"240";"Œrednie techniczne";"Agronom ekspert";"25.01 - 50 ha";"31 - 40";7;"Babka";"Neutral";0;1;0;1
"241";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"31 - 40";8;"Babka";"Neutral";0;1;0;1
"242";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"powy¿ej 60";9;"Babka";"Promoter";0;0;1;1
"244";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";3;"Babka";"Detractor";1;0;0;1
"245";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";7;"Babka";"Neutral";0;1;0;1
"246";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"247";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";2;"Babka";"Detractor";1;0;0;1
"248";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"Babka";"Promoter";0;0;1;1
"249";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";4;"Babka";"Detractor";1;0;0;1
"250";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"31 - 40";10;"Babka";"Promoter";0;0;1;1
"251";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";5;"Babka";"Detractor";1;0;0;1
"252";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";1;"Babka";"Detractor";1;0;0;1
"253";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"41 - 50";4;"Babka";"Detractor";1;0;0;1
"254";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";10;"Babka";"Promoter";0;0;1;1
"255";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"31 - 40";10;"Babka";"Promoter";0;0;1;1
"256";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";7;"Babka";"Neutral";0;1;0;1
"257";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";10;"Babka";"Promoter";0;0;1;1
"258";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";4;"Babka";"Detractor";1;0;0;1
"259";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"Babka";"Promoter";0;0;1;1
"260";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";8;"Babka";"Neutral";0;1;0;1
"261";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"262";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";3;"Babka";"Detractor";1;0;0;1
"263";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";2;"Babka";"Detractor";1;0;0;1
"264";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";10;"Babka";"Promoter";0;0;1;1
"265";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";5;"Babka";"Detractor";1;0;0;1
"266";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";4;"Babka";"Detractor";1;0;0;1
"267";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";4;"Babka";"Detractor";1;0;0;1
"268";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"269";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"270";"Œrednie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"mniej ni¿ 30";7;"Babka";"Neutral";0;1;0;1
"271";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";7;"Babka";"Neutral";0;1;0;1
"272";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";5;"Babka";"Detractor";1;0;0;1
"273";"Œrednie ogólne";"G³ówny agronom";"mniej ni¿ 25 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"274";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";7;"Babka";"Neutral";0;1;0;1
"275";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";3;"Babka";"Detractor";1;0;0;1
"276";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"51 - 60";8;"Babka";"Neutral";0;1;0;1
"277";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";1;"Babka";"Detractor";1;0;0;1
"278";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"41 - 50";5;"Babka";"Detractor";1;0;0;1
"279";"Wy¿sze rolnicze";"Pracownik techniczny";"25.01 - 50 ha";"mniej ni¿ 30";5;"Babka";"Detractor";1;0;0;1
"280";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";9;"Babka";"Promoter";0;0;1;1
"281";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";2;"Babka";"Detractor";1;0;0;1
"282";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"mniej ni¿ 30";1;"Babka";"Detractor";1;0;0;1
"283";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";3;"Babka";"Detractor";1;0;0;1
"285";"Œrednie techniczne";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";10;"Babka";"Promoter";0;0;1;1
"287";"Wy¿sze rolnicze";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";4;"Babka";"Detractor";1;0;0;1
"288";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";1;"Babka";"Detractor";1;0;0;1
"289";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"31 - 40";9;"Babka";"Promoter";0;0;1;1
"290";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"Babka";"Detractor";1;0;0;1
"291";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"41 - 50";4;"Babka";"Detractor";1;0;0;1
"292";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"51 - 60";3;"Babka";"Detractor";1;0;0;1
"293";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";2;"Babka";"Detractor";1;0;0;1
"294";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";2;"Babka";"Detractor";1;0;0;1
"295";"Wy¿sze";"Pracownik techniczny";"25.01 - 50 ha";"51 - 60";0;"Babka";"Detractor";1;0;0;1
"296";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"powy¿ej 60";8;"Babka";"Neutral";0;1;0;1
"297";"Œrednie techniczne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"Babka";"Promoter";0;0;1;1
"298";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"mniej ni¿ 30";8;"Babka";"Neutral";0;1;0;1
"299";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"51 - 60";1;"Babka";"Detractor";1;0;0;1
"300";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";5;"Babka";"Detractor";1;0;0;1
"301";"Wy¿sze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powy¿ej 60";7;"Babka";"Neutral";0;1;0;1
"302";"Wy¿sze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"51 - 60";8;"Babka";"Neutral";0;1;0;1
"304";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";2;"Babka";"Detractor";1;0;0;1
"305";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";8;"Babka";"Neutral";0;1;0;1
"306";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";3;"Babka";"Detractor";1;0;0;1
"307";"Œrednie techniczne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";1;"Babka";"Detractor";1;0;0;1
"308";"Wy¿sze rolnicze";"Agronom ekspert";"25.01 - 50 ha";"powy¿ej 60";9;"Babka";"Promoter";0;0;1;1
"309";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";8;"Babka";"Neutral";0;1;0;1
"310";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"41 - 50";1;"Babka";"Detractor";1;0;0;1
"311";"Inne";"Pracownik techniczny";"50.01 - 100 ha";"mniej ni¿ 30";2;"Babka";"Detractor";1;0;0;1
"312";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";10;"Babka";"Promoter";0;0;1;1
"313";"Œrednie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"powy¿ej 60";3;"Babka";"Detractor";1;0;0;1
"314";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";6;"Babka";"Detractor";1;0;0;1
"316";"Wy¿sze rolnicze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";6;"Babka";"Detractor";1;0;0;1
"318";"Wy¿sze";"W³aœciciel";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";5;"Babka";"Detractor";1;0;0;1
"319";"Wy¿sze";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"Babka";"Detractor";1;0;0;1
"320";"Wy¿sze";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";6;"Babka";"Detractor";1;0;0;1
"322";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"Babka";"Promoter";0;0;1;1
"323";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"51 - 60";1;"Babka";"Detractor";1;0;0;1
"324";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";3;"Babka";"Detractor";1;0;0;1
"325";"Wy¿sze rolnicze";"G³ówny agronom";"50.01 - 100 ha";"powy¿ej 60";6;"Babka";"Detractor";1;0;0;1
"326";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";1;"Babka";"Detractor";1;0;0;1
"328";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"powy¿ej 60";7;"Babka";"Neutral";0;1;0;1
"329";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";9;"Babka";"Promoter";0;0;1;1
"330";"Wy¿sze rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";1;"Babka";"Detractor";1;0;0;1
"331";"Œrednie ogólne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"powy¿ej 60";5;"Babka";"Detractor";1;0;0;1
"332";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"51 - 60";8;"Babka";"Neutral";0;1;0;1
"333";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";1;"Babka";"Detractor";1;0;0;1
"334";"Wy¿sze rolnicze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";10;"Babka";"Promoter";0;0;1;1
"335";"Wy¿sze rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powy¿ej 60";9;"Babka";"Promoter";0;0;1;1
"336";"Wy¿sze";"Pracownik techniczny";"100.01 - 250 ha";"powy¿ej 60";4;"Babka";"Detractor";1;0;0;1
"337";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"41 - 50";5;"Babka";"Detractor";1;0;0;1
"341";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"31 - 40";1;"Babka";"Detractor";1;0;0;1
"342";"Wy¿sze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";6;"Babka";"Detractor";1;0;0;1
"343";"Wy¿sze rolnicze";"Inna";"wiêcej ni¿ 250 ha";"51 - 60";9;"Babka";"Promoter";0;0;1;1
"345";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"31 - 40";3;"Babka";"Detractor";1;0;0;1
"346";"Wy¿sze rolnicze";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";8;"Babka";"Neutral";0;1;0;1
"347";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";2;"Babka";"Detractor";1;0;0;1
"348";"Wy¿sze";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"31 - 40";2;"Babka";"Detractor";1;0;0;1
"349";"Œrednie techniczne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";1;"Babka";"Detractor";1;0;0;1
"350";"Wy¿sze rolnicze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";0;"Babka";"Detractor";1;0;0;1
"352";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"powy¿ej 60";7;"Babka";"Neutral";0;1;0;1
"353";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"Babka";"Promoter";0;0;1;1
"354";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";10;"Babka";"Promoter";0;0;1;1
"355";"Œrednie techniczne";"W³aœciciel";"25.01 - 50 ha";"41 - 50";6;"Babka";"Detractor";1;0;0;1
"356";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"powy¿ej 60";8;"Babka";"Neutral";0;1;0;1
"357";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powy¿ej 60";6;"Babka";"Detractor";1;0;0;1
"358";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"51 - 60";9;"Babka";"Promoter";0;0;1;1
"359";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"Babka";"Promoter";0;0;1;1
"360";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"powy¿ej 60";9;"Babka";"Promoter";0;0;1;1
"361";"Wy¿sze rolnicze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";8;"Babka";"Neutral";0;1;0;1
"362";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";3;"Babka";"Detractor";1;0;0;1
"363";"Wy¿sze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";4;"Babka";"Detractor";1;0;0;1
"364";"Wy¿sze";"Agronom ekspert";"mniej ni¿ 25 ha";"41 - 50";3;"Babka";"Detractor";1;0;0;1
"365";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";8;"Babka";"Neutral";0;1;0;1
"366";"Wy¿sze";"Agronom ekspert";"50.01 - 100 ha";"powy¿ej 60";7;"Babka";"Neutral";0;1;0;1
"367";"Œrednie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";3;"Babka";"Detractor";1;0;0;1
"368";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"mniej ni¿ 30";2;"Babka";"Detractor";1;0;0;1
"369";"Œrednie ogólne";"G³ówny agronom";"50.01 - 100 ha";"51 - 60";6;"Babka";"Detractor";1;0;0;1
"370";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";9;"Babka";"Promoter";0;0;1;1
"371";"Wy¿sze rolnicze";"W³aœciciel";"25.01 - 50 ha";"powy¿ej 60";5;"Babka";"Detractor";1;0;0;1
"372";"Wy¿sze";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"31 - 40";1;"Babka";"Detractor";1;0;0;1
"373";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"powy¿ej 60";3;"Babka";"Detractor";1;0;0;1
"375";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";3;"Babka";"Detractor";1;0;0;1
"377";"Œrednie techniczne";"Agronom ekspert";"mniej ni¿ 25 ha";"powy¿ej 60";1;"Babka";"Detractor";1;0;0;1
"380";"Wy¿sze rolnicze";"Agronom ekspert";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";4;"Babka";"Detractor";1;0;0;1
"381";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"31 - 40";7;"Babka";"Neutral";0;1;0;1
"382";"Œrednie techniczne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";7;"Babka";"Neutral";0;1;0;1
"383";"Wy¿sze rolnicze";"W³aœciciel";"100.01 - 250 ha";"powy¿ej 60";8;"Babka";"Neutral";0;1;0;1
"384";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";2;"Babka";"Detractor";1;0;0;1
"385";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"31 - 40";6;"Babka";"Detractor";1;0;0;1
"388";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";2;"Babka";"Detractor";1;0;0;1
"389";"Wy¿sze rolnicze";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";10;"Babka";"Promoter";0;0;1;1
"391";"Wy¿sze rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"mniej ni¿ 30";2;"Babka";"Detractor";1;0;0;1
"392";"Œrednie techniczne";"Pracownik techniczny";"wiêcej ni¿ 250 ha";"41 - 50";4;"Babka";"Detractor";1;0;0;1
"393";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"51 - 60";3;"Chaber";"Detractor";1;0;0;1
"394";"Œrednie ogólne";"Agronom ekspert";"mniej ni¿ 25 ha";"31 - 40";9;"Chaber";"Promoter";0;0;1;1
"395";"Œrednie ogólne";"G³ówny agronom";"100.01 - 250 ha";"mniej ni¿ 30";9;"Chaber";"Promoter";0;0;1;1
"396";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";9;"Chaber";"Promoter";0;0;1;1
"397";"Œrednie ogólne";"W³aœciciel";"25.01 - 50 ha";"31 - 40";8;"Chaber";"Neutral";0;1;0;1
"398";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"mniej ni¿ 30";7;"Chaber";"Neutral";0;1;0;1
"399";"Wy¿sze";"G³ówny agronom";"100.01 - 250 ha";"41 - 50";9;"Chaber";"Promoter";0;0;1;1
"400";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"41 - 50";3;"Chaber";"Detractor";1;0;0;1
"401";"Œrednie techniczne";"W³aœciciel";"wiêcej ni¿ 250 ha";"powy¿ej 60";9;"Chaber";"Promoter";0;0;1;1
"402";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";6;"Chaber";"Detractor";1;0;0;1
"403";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";3;"Chaber";"Detractor";1;0;0;1
"404";"Œrednie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"41 - 50";5;"Chaber";"Detractor";1;0;0;1
"405";"Œrednie techniczne";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";4;"Chaber";"Detractor";1;0;0;1
"406";"Œrednie ogólne";"Dyrektor/wicedyrektor";"wiêcej ni¿ 250 ha";"mniej ni¿ 30";5;"Chaber";"Detractor";1;0;0;1
"407";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"31 - 40";10;"Chaber";"Promoter";0;0;1;1
"408";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";1;"Chaber";"Detractor";1;0;0;1
"409";"Œrednie techniczne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";8;"Chaber";"Neutral";0;1;0;1
"410";"Œrednie ogólne";"Agronom ekspert";"100.01 - 250 ha";"51 - 60";5;"Chaber";"Detractor";1;0;0;1
"411";"Œrednie techniczne";"W³aœciciel";"50.01 - 100 ha";"powy¿ej 60";6;"Chaber";"Detractor";1;0;0;1
"412";"Œrednie ogólne";"G³ówny agronom";"25.01 - 50 ha";"powy¿ej 60";9;"Chaber";"Promoter";0;0;1;1
"413";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";0;"Chaber";"Detractor";1;0;0;1
"414";"Œrednie ogólne";"G³ówny agronom";"wiêcej ni¿ 250 ha";"41 - 50";2;"Chaber";"Detractor";1;0;0;1
"415";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"powy¿ej 60";9;"Chaber";"Promoter";0;0;1;1
"416";"Œrednie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";3;"Chaber";"Detractor";1;0;0;1
"417";"Œrednie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";2;"Chaber";"Detractor";1;0;0;1
"418";"Œrednie ogólne";"W³aœciciel";"50.01 - 100 ha";"41 - 50";10;"Chaber";"Promoter";0;0;1;1
"419";"Œrednie techniczne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";1;"Chaber";"Detractor";1;0;0;1
"420";"Œrednie ogólne";"Dyrektor/wicedyrektor";"mniej ni¿ 25 ha";"51 - 60";6;"Chaber";"Detractor";1;0;0;1
"421";"Œrednie ogólne";"Pracownik techniczny";"mniej ni¿ 25 ha";"51 - 60";8;"Chaber";"Neutral";0;1;0;1
"422";"Œrednie ogólne";"W³aœciciel";"mniej ni¿ 25 ha";"mniej ni¿ 30";1;"Chaber";"Detractor";1;0;0;1
"423";"Œrednie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powy¿ej 60";5;"Chaber";"Detractor";1;0;0;1
"424";"Wy¿sze rolnicze";"W³aœciciel";"mniej ni¿ 25 ha";"41 - 50";9;"Chaber";"Promoter";0;0;1;1
"425";"Wy¿sze";"G³ówny agronom";"wiêcej ni¿ 250 ha";"51 - 60";2;"Chaber";"Detractor";1;0;0;1
"426";"Œrednie ogólne";"W³aœciciel";"100.01 - 250 ha";"31 - 40";4;"Chaber";"Detractor";1;0;0;1
"427";"Œrednie ogólne";"W³aœciciel";"wiêcej ni¿ 250 ha";"31 - 40";10;"Chaber";"Promoter";0;0;1;1
"428";"Œrednie ogólne";"Agronom ekspert";"wiêcej ni¿ 250 ha";"powy¿ej 60";4;"Chaber";"Detractor";1;0;0;1
"429";"Œrednie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";8;"Chaber";"Neutral";0;1;0;1
